DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIB_USD2017,POB_ESTIMADA,POP_WORLDPOP_PONDERADOR,CELDAS_INTERSECTADAS,PIBPC_USD2017,PIB_USD2017_RHZ_WORLDPOP,PIBPC_USD2017_RHZ_WORLDPOP,FACTOR_BENCHMARK_INE_2021,PART_INE_2021
La Paz,Sud Yungas,Irupana,Villa de Lanza,1899-07-01,CSDS,1899-07-01,-67.5101940576,-16.5111260818,Irupana,39398108.63098584,20862.666862314876,19590.55848618896,6,1888.450258588576,40113355.20420665,1922.7338225231945,0.9821693655497109,0.2591222906876548
La Paz,Sud Yungas,Chulumani,Villa de la Libertad,1899-07-01,CSDS,1899-07-01,-67.5376339701,-16.389143975,Chulumani,34131672.31093176,16094.117927961994,20142.732764580007,3,2120.7544559886214,34751310.22013559,2159.255348797868,0.9821693655497109,0.2591222906876548
Oruro,Poopó,Poopó,Villa de Poopó,1903-10-16,ML,1903-10-16,-66.9415747493,-18.3667148633,Poopó,9855161.823068583,3923.8880202486994,3631.8079474747447,6,2511.5808025642777,10871563.4666096,2770.6100200893475,0.9065082362198644,0.03924547064980951
Beni,Mamoré,San Ramón,San Ramón,1941-11-27,CSL,1941-11-27,-64.5998396405,-13.5080956262,San Ramón,20639528.67971531,8544.736496711384,9486.228459040329,22,2415.466958830018,20649007.762152005,2416.576306372841,0.9995409424730776,0.03550502518176144
La Paz,Ingavi,Tiahuanacu,Tiahuanacu,1909-12-16,CSL,1947-11-22,-68.6957442401,-16.558764066,Tiahuanacu,32523115.216283377,15854.908631552722,14160.50060823,4,2051.2962876089614,33113550.83660189,2088.536213365676,0.9821693655497109,0.2591222906876548
La Paz,Camacho,Puerto Acosta,Puerto Acosta,1908-11-05,CSL,1911-11-06,-69.2157605457,-15.5552067748,Puerto Acosta,23991143.42489868,12185.426669446531,13806.074976182135,4,1968.8390136599435,24426686.74711827,2004.5819822103724,0.9821693655497109,0.2591222906876548
La Paz,Camacho,Escoma,Escoma,1908-11-05,4004,2009-02-06,-69.149201541,-15.6381791962,Escoma,13484439.697900796,6806.273483478907,8645.442933780414,1,1981.1780603045152,13729240.771375192,2017.1450360760016,0.9821693655497109,0.2591222906876548
La Paz,Pacajes,Charaña,Charaña,1856-03-29,822,1986-04-03,-69.1570011481,-17.6567935762,Charaña,21354276.67452826,10139.145878359075,2446.453970139075,9,2106.1218499781808,21741949.42699773,2144.357097514851,0.9821693655497109,0.2591222906876548
La Paz,Omasuyos,Achacachi,Achacachi,1863-09-07,MDS,1863-09-07,-68.663412349,-16.0167656657,Achacachi,88615028.09423363,44450.98554756375,53247.22661672954,6,1993.5447325327166,90223775.24943128,2029.7362170494375,0.9821693655497109,0.2591222906876548
La Paz,Ingavi,Taraco,Taraco,1909-12-16,2488,2003-07-16,-68.8534890965,-16.4623270628,Taraco,9867456.171269573,5015.549499518713,7525.497686613633,2,1967.3729014570476,10046593.303942902,2003.089253711276,0.9821693655497109,0.2591222906876548
La Paz,Ingavi,La (Marka) San Andrés de Machaca,La (Marka) San Andrés de Machaca,1909-12-16,2350,2002-05-07,-69.0431993781,-16.9005107378,San Andrés de Machaca,22396482.62037918,12421.742359704367,7109.743482474063,7,1803.0065325644225,22803075.93165877,1835.7389222329248,0.9821693655497109,0.2591222906876548
Oruro,Abaroa,Challapata,Challapata,1903-10-16,CSL,1903-10-16,-66.5526443125,-18.8905715809,Challapata,49918934.25358986,24682.38089807253,21651.51761537997,11,2022.4521475352517,55067270.49910943,2231.035600921696,0.9065082362198644,0.03924547064980951
Oruro,Litoral,Escara,Escara,1960-09-06,248,1963-09-26,-68.1593245707,-18.6944143953,Escara,10877307.975521415,5169.665645176315,3295.606178285234,7,2104.0641159589804,11999127.5764683,2321.064532996324,0.9065082362198644,0.03924547064980951
Oruro,San Pedro de Totora,Totora,Totora,1980-05-09,519,1980-05-09,-68.1799471061,-17.8548895992,San Pedro de Totora,8574271.714502133,4816.84548278404,4153.423231607725,8,1780.0595317303757,9458570.117638215,1963.6440802272436,0.9065082362198644,0.03924547064980951
Oruro,Sajama,Turco,Turco,1951-07-25,CSL,1957-02-20,-68.5291663211,-18.3367663097,Turco,11227012.379518801,5723.16348452519,3408.9490608171764,13,1961.6794819640254,12384898.372612031,2163.995211057564,0.9065082362198644,0.03924547064980951
Oruro,Sabaya,Coipasa,Coipasa,2001-12-20,115,1968-10-18,-68.3127901301,-19.3277591218,Coipasa,1902984.8707989813,832.5974947378335,673.6269180341624,3,2285.6000442304826,2099247.1935328688,2521.322976348704,0.9065082362198644,0.03924547064980951
Oruro,Sabaya,Chipaya,Chipaya,2001-12-20,560,1983-09-16,-68.0477092278,-19.0625823033,Chipaya,3585445.798957634,1452.9815429939113,1530.3079124650394,4,2467.6471743541333,3955226.941907255,2722.145343813104,0.9065082362198644,0.03924547064980951
Potosí,Rafael Bustillo,Chayanta,Chayanta,2009-06-17,ML,1908-10-08,-66.3508319657,-18.4143561553,Chayanta,51486972.9865657,25585.26707207089,30442.864353392277,6,2012.3680101338223,49967266.104510985,1952.9702763609491,1.0304140490471525,0.06277754478352257
Oruro,Ladislao Cabrera,Salinas de Garcí Mendoza,Salinas de Garcí Mendoza,1941-10-13,CSL,1941-10-13,-67.6141140058,-19.4366831239,Salinas de Garcí Mendoza,27753570.38243838,13948.807557439592,9306.918653001834,17,1989.673330007053,30615905.375742257,2194.8761748751253,0.9065082362198644,0.03924547064980951
Potosí,Sur Chichas,Atocha,Atocha,1863-08-26,246,1963-09-21,-66.1698748052,-21.0703456899,Atocha,28323578.074097514,9067.773660002713,22087.97152213275,8,3123.542683804598,27487569.778662253,3031.347143114954,1.0304140490471525,0.06277754478352257
Potosí,Nor Lipez,San Pedro de Quemes,Villa San Pedro de Quemes,1885-12-04,CSL,1949-12-26,-68.1730845141,-21.0003905153,San Pedro de Quemes,5247639.675033432,1797.4970299687473,2024.679943825584,14,2919.414935069279,5092748.570233534,2833.2444979461693,1.0304140490471525,0.06277754478352257
Santa Cruz,Ñuflo De Chávez,San Julián,San Julián,1915-09-16,1091,1989-02-21,-62.8149725867,-16.7920113423,San Julián,140570103.09848574,55440.06814391947,64346.853503129794,14,2535.5326536319044,135665144.37636155,2447.0594809548584,1.0361548925825552,0.31100557084079566
Santa Cruz,Guarayos,El Puente,El Puente,1990-03-06,1143,1990-03-06,-63.4854561555,-16.1467481462,El Puente,52280689.925349854,19320.727284570745,23860.902499378164,23,2705.937988530093,50456442.660849005,2611.5188066001424,1.0361548925825552,0.31100557084079566
Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,1960-11-04,23,1960-11-04,-64.4320328356,-17.8023865045,Comarapa,52075438.941310346,25384.55193605636,16802.169748869637,12,2051.4618131723687,50258353.56672917,1979.87948313328,1.0361548925825552,0.31100557084079566
Tarija,Arce,Bermejo,Bermejo,1894-11-08,CSL,1956-12-07,-64.3293290077,-22.6731242026,Bermejo,128508447.15234995,36416.775239177216,38405.28491871338,3,3528.825556583066,88663934.75569001,2434.7003317390177,1.4493880460691253,0.06416165320531753
Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,1984-10-03,4127,2009-12-04,-64.8206980432,-20.5720638766,Villa Charcas,25098582.142644737,11708.60895679085,8981.130016584895,6,2143.600681794729,22970624.64424024,1961.85770051852,1.092638207770204,0.04509917244148348
Tarija,O'Connor,Entre Ríos,Entre Ríos,1906-12-03,ML,1906-12-03,-64.065871229,-21.3979940037,Entre Rios (La Moreta),88749829.4572629,24899.34711788497,25993.661720139804,15,3564.3436366857477,61232621.379733786,2459.205901657998,1.4493880460691253,0.06416165320531753
Potosí,Rafael Bustillo,Uncía,Uncía,2009-06-17,ML,1906-11-29,-66.5314119124,-18.5884257795,Uncía,52022345.975394316,19936.768213575804,15235.89256709563,6,2609.367045756697,50486836.84340346,2532.3480868391093,1.0304140490471525,0.06277754478352257
La Paz,Murillo,Mecapaca,Mecapaca,1912-10-17,ML,1947-10-24,-67.9761530546,-16.7185819609,Mecapaca,47084689.9376072,11701.41970781905,15339.27996920333,4,4023.8442097880275,47939481.30448392,4096.894436873339,0.9821693655497109,0.2591222906876548
Cochabamba,Campero,Pasorapa,Pasorapa,1899-07-08,ML,1926-10-28,-64.6010807005,-18.3924467224,Pasorapa,21257849.822021592,10740.727138859686,6846.516478424746,9,1979.1816277606772,24710836.58326897,2300.6670092070185,0.860264271117988,0.17185518007188036
Potosí,Modesto Omiste,Villazón,Villazón,1958-09-18,CSL,1958-09-18,-65.6419205895,-21.9132015422,Villazón,175763144.85318,66618.52578904263,49551.79853430684,12,2638.352361770356,170575260.51368594,2560.4778624768373,1.0304140490471525,0.06277754478352257
Tarija,Arce,Padcaya,Padcaya,1894-11-08,CSL,1890-11-08,-64.5294031976,-22.1338099233,Padcaya,61107728.20339739,21064.155134711207,20734.1130362939,14,2901.0291565266325,42161054.36299631,2001.5544935633304,1.4493880460691253,0.06416165320531753
La Paz,Bautista Saavedra,Charazani,Villa General Juan José Pérez,1948-11-17,CSL,1948-11-17,-68.7736811691,-15.0965242652,Charazani,29793141.977180142,15093.593326573477,14864.401484772769,8,1973.8932494442483,30334016.74109964,2009.727974298485,0.9821693655497109,0.2591222906876548
Cochabamba,Mizque,Mizque,Mizque,1876-06-24,MDS,1876-06-24,-65.4264652347,-17.9795143589,Mizque,51528427.1012637,28127.56715131931,24249.217985578063,6,1831.9546380976924,59898369.409551375,2129.5254256193957,0.860264271117988,0.17185518007188036
Santa Cruz,Vallegrande,Postrervalle,Postrervalle,1984-10-18,658,1984-10-18,-63.7631777003,-18.6250769658,Postrervalle,6013086.927664407,2863.7243884556733,3095.342163964495,6,2099.7435898176977,5803270.312874883,2026.4765479070509,1.0361548925825552,0.31100557084079566
Santa Cruz,Cordillera,Cabezas,Cabezas,1894-09-06,CSL,1906-11-28,-63.2684722906,-18.4638933191,Cabezas,83357490.0391248,31636.073928023976,36832.94923356816,14,2634.8873197342223,80448869.79335797,2542.947332099084,1.0361548925825552,0.31100557084079566
Santa Cruz,Velasco,San Miguel,San Miguel,1880-10-12,CSL,1927-10-27,-61.2723847203,-16.8429988472,San Miguel de Velasco,33501061.0671114,11377.00797998108,15848.016317993955,25,2944.628423049336,32332097.55311001,2841.880537484142,1.0361548925825552,0.31100557084079566
Santa Cruz,Velasco,San Rafael,San Rafael,1880-10-12,1531,1994-02-07,-60.1409580351,-16.8154966164,San Rafael,14634086.391123949,4607.336405352345,8503.67055739378,23,3176.2574085372894,14123454.41389496,3065.427216794445,1.0361548925825552,0.31100557084079566
Cochabamba,Mizque,TIOC Raqaypampa,Raqaypampa,,,,0.0,0.0,Raqaypampa,6664154.944430048,3378.7656047439377,3993.697400272431,4,1972.363793177389,7746636.897716792,2292.741729950183,0.860264271117988,0.17185518007188036
